fabric,vrf,displayName,networkId,networkTemplate,networkExtensionTemplate,networkName,secondaryGW3,suppressArp,secondaryGW2,secondaryGW1,loopbackId,enableL3OnBorder,enableIR,rtBothAuto,isLayer2Only,vrfDhcp3,vrfDhcp2,dhcpServerAddr3,gatewayIpV6Address,dhcpServerAddr2,dhcpServerAddr1,tag,nveId,vrfDhcp,secondaryGW4,vlanId,gatewayIpAddress,vlanName,mtu,intfDescription,mcastGroup,trmEnabled
SoAZ-PHX,NA,rt-dmz-FW-CONN,30160,Default_Network_Universal,Default_Network_Extension_Universal,rt-dmz-FW-CONN,,false,,,,false,false,false,true,,,,,,,12345,1,,,2099,,,,,239.1.1.110,false
SoAZ-PHX,NA,ADE-Servers-Management,30708,Default_Network_Universal,Default_Network_Extension_Universal,ADE-Servers-Management,,false,,,,false,false,true,true,,,,,,,12345,1,,,708,,ADE-Servers-Management,,,239.1.1.0,false
SoAZ-PHX,NA,ed-data-730,30730,Default_Network_Universal,Default_Network_Extension_Universal,ed-data-730,,false,,,,false,false,true,true,,,,,,,12345,1,,,730,,ed-data-730,,,239.1.1.0,false
SoAZ-PHX,NA,rg-data-w-FW-CONN,30146,Default_Network_Universal,Default_Network_Extension_Universal,rg-data-w-FW-CONN,,false,,,,false,false,false,true,,,,,,,12345,1,,,2114,,,,,239.1.1.113,false
SoAZ-PHX,dc-ftgdmz,Treasury-tr-data,30148,Default_Network_Universal,Default_Network_Extension_Universal,tr-data-w-FW-CONN,,false,,,,false,false,false,false,,,,,,,12345,1,,,2019,,,,,239.1.1.114,false
SoAZ-PHX,NA,ADE-DMZ-Backend,30701,Default_Network_Universal,Default_Network_Extension_Universal,ADE-DMZ-Backend,,false,,,,false,false,true,true,,,,,,,12345,1,,,701,,ADE-DMZ-Backend,,,239.1.1.0,false
SoAZ-PHX,NA,ed-data-731,30731,Default_Network_Universal,Default_Network_Extension_Universal,ed-data-731,,false,,,,false,false,true,true,,,,,,,12345,1,,,731,,ed-data-731,,,239.1.1.0,false
SoAZ-PHX,NA,GITA-AAYS,30130,Default_Network_Universal,Default_Network_Extension_Universal,GITA-AAYS,,false,,,,false,false,false,true,,,,,,,12345,1,,,520,,,,,239.1.1.117,false
SoAZ-PHX,NA,ADOT-AAMVA,30020,Default_Network_Universal,Default_Network_Extension_Universal,ADOT-AAMVA,,false,,,,false,false,false,true,,,,,,,12345,1,,,1641,,,,,239.1.1.0,false
SoAZ-PHX,NA,ic-vmgmt-1684,30047,Default_Network_Universal,Default_Network_Extension_Universal,ic-vmgmt-1684,,false,,,,false,false,false,true,,,,,,,12345,1,,,1684,,,,,239.1.1.0,false
SoAZ-PHX,NA,DMZ-Web-Proxy,30119,Default_Network_Universal,Default_Network_Extension_Universal,DMZ-Web-Proxy,,false,,,,false,false,false,true,,,,,,,12345,1,,,509,,,,,239.1.1.120,false
SoAZ-PHX,NA,ADE-Servers-Test,30706,Default_Network_Universal,Default_Network_Extension_Universal,ADE-Servers-Test,,false,,,,false,false,true,true,,,,,,,12345,1,,,706,,ADE-Servers-Test,,,239.1.1.0,false
SoAZ-PHX,NA,SCIFI-FWSM-OUTSIDE,30141,Default_Network_Universal,Default_Network_Extension_Universal,SCIFI-FWSM-OUTSIDE,,false,,,,false,false,false,true,,,,,,,12345,1,,,855,,,,,239.1.1.122,false
SoAZ-PHX,NA,ADE-Servers-DEV-vlan732,30732,Default_Network_Universal,Default_Network_Extension_Universal,ADE-Servers-DEV-vlan732,,false,,,,false,false,true,true,,,,,,,12345,1,,,732,,ADE-Servers-DEV-vlan732,,,239.1.1.0,false
SoAZ-PHX,NA,hd-guest-FW-CONN,30111,Default_Network_Universal,Default_Network_Extension_Universal,hd-guest-FW-CONN,,false,,,,false,false,false,true,,,,,,,12345,1,,,2075,,,,,239.1.1.124,false
SoAZ-PHX,NA,DMZ-GPS-PROXY,30123,Default_Network_Universal,Default_Network_Extension_Universal,DMZ-GPS-PROXY,,false,,,,false,false,false,true,,,,,,,12345,1,,,513,,,,,239.1.1.125,false
SoAZ-PHX,NA,az-voip-1720,30081,Default_Network_Universal,Default_Network_Extension_Universal,az-voip-1720,,false,,,,false,false,false,true,,,,,,,12345,1,,,1720,,,,,239.1.1.126,false
SoAZ-PHX,NA,ZADARA-STORAGE-1002-DHS,30169,Default_Network_Universal,Default_Network_Extension_Universal,ZADARA-STORAGE-1002-DHS,,false,,,,false,false,false,true,,,,,,,12345,1,,,1002,,,,,239.1.1.127,false
SoAZ-PHX,NA,dt-mrprinters-FW-CONN,30106,Default_Network_Universal,Default_Network_Extension_Universal,dt-mrprinters-FW-CONN,,false,,,,false,false,false,true,,,,,,,12345,1,,,2124,,,,,239.1.1.128,false
SoAZ-PHX,NA,DMZ-DHS-SIREN,30124,Default_Network_Universal,Default_Network_Extension_Universal,DMZ-DHS-SIREN,,false,,,,false,false,false,true,,,,,,,12345,1,,,514,,,,,239.1.1.129,false
SoAZ-PHX,NA,az-data,30168,Default_Network_Universal,Default_Network_Extension_Universal,az-data-,,false,,,,false,false,false,true,,,,,,,12345,1,,,2109,,,,,239.1.1.130,false
SoAZ-PHX,NA,DES-MF-to-Zcloud-REP-GREEN,30152,Default_Network_Universal,Default_Network_Extension_Universal,DES-MF-to-Zcloud-REP-GREEN,,false,,,,false,false,false,true,,,,,,,12345,1,,,460,,,,,239.1.1.131,false
SoAZ-PHX,NA,ed-data-729,30729,Default_Network_Universal,Default_Network_Extension_Universal,ed-data-729,,false,,,,false,false,true,true,,,,,,,12345,1,,,729,,ed-data-729,,,239.1.1.0,false
SoAZ-PHX,NA,DMZ-AZ3D-DATA,30126,Default_Network_Universal,Default_Network_Extension_Universal,DMZ-AZ3D-DATA,,false,,,,false,false,false,true,,,,,,,12345,1,,,516,,,,,239.1.1.133,false
SoAZ-PHX,NA,ADOT-SAN-Subnet-LAN-non-routed,30007,Default_Network_Universal,Default_Network_Extension_Universal,ADOT-SAN-Subnet-LAN-non-routed,,false,,,,false,false,false,true,,,,,,,12345,1,,,250,,,,,239.1.1.0,false
SoAZ-PHX,NA,ADOT-Internal-Load-Balancers,30011,Default_Network_Universal,Default_Network_Extension_Universal,ADOT-Internal-Load-Balancers,,false,,,,false,false,false,true,,,,,,,12345,1,,,299,,,,,239.1.1.0,false
SoAZ-PHX,NA,rt-iot-FW-CONN,30161,Default_Network_Universal,Default_Network_Extension_Universal,rt-iot-FW-CONN,,false,,,,false,false,false,true,,,,,,,12345,1,,,2123,,,,,239.1.1.136,false
SoAZ-PHX,NA,ADOT-dt-aruba-FW-CONN,30088,Default_Network_Universal,Default_Network_Extension_Universal,ADOT-dt-aruba-FW-CONN,,false,,,,false,false,false,true,,,,,,,12345,1,,,148,,,,,239.1.1.137,false
SoAZ-PHX,NA,ADOT-dt-facm-FW-CONN,30090,Default_Network_Universal,Default_Network_Extension_Universal,ADOT-dt-facm-FW-CONN,,false,,,,false,false,false,true,,,,,,,12345,1,,,150,,,,,239.1.1.138,false
SoAZ-PHX,NA,DMZ-TIME,30117,Default_Network_Universal,Default_Network_Extension_Universal,DMZ-TIME,,false,,,,false,false,false,true,,,,,,,12345,1,,,504,,,,,239.1.1.139,false
SoAZ-PHX,NA,ADOT-Vmotion,30029,Default_Network_Universal,Default_Network_Extension_Universal,ADOT-Vmotion,,false,,,,false,false,false,true,,,,,,,12345,1,,,1650,,,,,239.1.1.0,false
SoAZ-PHX,NA,dc-campus,30166,Default_Network_Universal,Default_Network_Extension_Universal,dc-campus-,,false,,,,false,false,false,true,,,,,,,12345,1,,,2111,,,,,239.1.1.141,false
SoAZ-PHX,NA,NCS2006-L2-TOP,30077,Default_Network_Universal,Default_Network_Extension_Universal,NCS2006-L2-TOP,,false,,,,false,false,false,true,,,,,,,12345,1,,,98,,,,,239.1.1.142,false
SoAZ-PHX,NA,ah-dmz-1617,31617,Default_Network_Universal,Default_Network_Extension_Universal,ah-dmz-1617,,false,,,,false,false,false,true,,,,,,,12345,1,,,1617,,,,,239.1.1.143,false
SoAZ-PHX,NA,DMZ-LAND-PRES,30136,Default_Network_Universal,Default_Network_Extension_Universal,DMZ-LAND-PRES,,false,,,,false,false,false,true,,,,,,,12345,1,,,526,,,,,239.1.1.144,false
SoAZ-PHX,NA,GITA-AAYS-OLD,30131,Default_Network_Universal,Default_Network_Extension_Universal,GITA-AAYS-OLD,,false,,,,false,false,false,true,,,,,,,12345,1,,,521,,,,,239.1.1.145,false
SoAZ-PHX,NA,ADE-VM-Inf,30709,Default_Network_Universal,Default_Network_Extension_Universal,ADE-VM-Inf,,false,,,,false,false,true,true,,,,,,,12345,1,,,709,,ADE-VM-Inf,,,239.1.1.0,false
SoAZ-PHX,NA,ADOT-XenDesktop-Net-primary,30005,Default_Network_Universal,Default_Network_Extension_Universal,ADOT-XenDesktop-Net-primary,,false,,,,false,false,false,true,,,,,,,12345,1,,,225,,,,,239.1.1.0,false
SoAZ-PHX,NA,HRIS-DEV-DB,30034,Default_Network_Universal,Default_Network_Extension_Universal,HRIS-DEV-DB,,false,,,,false,false,false,true,,,,,,,12345,1,,,303,,,,,239.1.1.0,false
SoAZ-PHX,NA,dt-goocc-FW-CONN,30100,Default_Network_Universal,Default_Network_Extension_Universal,dt-goocc-FW-CONN,,false,,,,false,false,false,true,,,,,,,12345,1,,,161,,,,,239.1.1.149,false
SoAZ-PHX,NA,ADOT-Private-Transit,30021,Default_Network_Universal,Default_Network_Extension_Universal,ADOT-Private-Transit,,false,,,,false,false,false,true,,,,,,,12345,1,,,1642,,,,,239.1.1.0,false
SoAZ-PHX,az-test,TEST-VLAN-1510,31510,Default_Network_Universal,Default_Network_Extension_Universal,TEST-VLAN-1510,,false,,,,false,false,false,false,,,,,,,12345,1,,,1510,10.242.200.1/29,,,az-test-vlan,239.1.1.0,false
SoAZ-PHX,NA,ADOT-dt-intercom-FW-CONN,30093,Default_Network_Universal,Default_Network_Extension_Universal,ADOT-dt-intercom-FW-CONN,,false,,,,false,false,false,true,,,,,,,12345,1,,,153,,,,,239.1.1.152,false
SoAZ-PHX,NA,dt-awscorp-ADOT-FW-CONN,30105,Default_Network_Universal,Default_Network_Extension_Universal,dt-awscorp-ADOT-FW-CONN,,false,,,,false,false,false,true,,,,,,,12345,1,,,2082,,,,,239.1.1.153,false
SoAZ-PHX,NA,DMZ-MAG,30120,Default_Network_Universal,Default_Network_Extension_Universal,DMZ-MAG,,false,,,,false,false,false,true,,,,,,,12345,1,,,510,,,,,239.1.1.154,false
SoAZ-PHX,NA,ADOT-SGVPN-1726,30101,Default_Network_Universal,Default_Network_Extension_Universal,ADOT-SGVPN-1726,,false,,,,false,false,false,true,,,,,,,12345,1,,,1726,,,,,239.1.1.155,false
SoAZ-PHX,NA,hd-data-1657,30044,Default_Network_Universal,Default_Network_Extension_Universal,hd-data-1657,,false,,,,false,false,false,true,,,,,,,12345,1,,,1657,,,,,239.1.1.0,false
SoAZ-PHX,NA,ADE-VLAN705,30705,Default_Network_Universal,Default_Network_Extension_Universal,ADE-VLAN705,,false,,,,false,false,true,true,,,,,,,12345,1,,,705,,ADE-VLAN705,,,239.1.1.0,false
SoAZ-PHX,NA,dc-campus-mgmt,30165,Default_Network_Universal,Default_Network_Extension_Universal,dc-campus-mgmt,,false,,,,false,false,false,true,,,,,,,12345,1,,,1701,,,,,239.1.1.158,false
SoAZ-PHX,NA,HRIS-PRD-PRES,30032,Default_Network_Universal,Default_Network_Extension_Universal,HRIS-PRD-PRES,,false,,,,false,false,false,true,,,,,,,12345,1,,,301,,,,,239.1.1.0,false
SoAZ-PHX,NA,hd-data-FW-CONN,30112,Default_Network_Universal,Default_Network_Extension_Universal,hd-data-FW-CONN,,false,,,,false,false,false,true,,,,,,,12345,1,,,2073,,,,,239.1.1.160,false
SoAZ-PHX,NA,DMZ-GV,30139,Default_Network_Universal,Default_Network_Extension_Universal,DMZ-GV,,false,,,,false,false,false,true,,,,,,,12345,1,,,530,,,,,239.1.1.161,false
SoAZ-PHX,NA,AD-DC-CAM,30082,Default_Network_Universal,Default_Network_Extension_Universal,AD-DC-CAM,,false,,,,false,false,false,true,,,,,,,12345,1,,,2053,,,,,239.1.1.162,false
SoAZ-PHX,NA,ADOT-Proxy-Network-Primary,30009,Default_Network_Universal,Default_Network_Extension_Universal,ADOT-Proxy-Network-Primary,,false,,,,false,false,false,true,,,,,,,12345,1,,,280,,,,,239.1.1.0,false
SoAZ-PHX,NA,ADOT-SVR-MGMT-L2-ONLY,30023,Default_Network_Universal,Default_Network_Extension_Universal,ADOT-SVR-MGMT-L2-ONLY,,false,,,,false,false,false,true,,,,,,,12345,1,,,1644,,,,,239.1.1.0,false
SoAZ-PHX,NA,ROC-rg-data,30145,Default_Network_Universal,Default_Network_Extension_Universal,ROC-rg-data,,false,,,,false,false,false,true,,,,,,,12345,1,,,901,,,,,239.1.1.165,false
SoAZ-PHX,NA,ADE-az-data,30087,Default_Network_Universal,Default_Network_Extension_Universal,ADE-az-data,,false,,,,false,false,false,true,,,,,,,12345,1,,,2008,,,,,239.1.1.166,false
SoAZ-PHX,NA,dt-genvpn-FW-CONN,30027,Default_Network_Universal,Default_Network_Extension_Universal,dt-genvpn-FW-CONN,,false,,,,false,false,false,true,,,,,,,12345,1,,,1648,,,,,239.1.1.0,false
SoAZ-PHX,NA,az-wireless-IRM,30079,Default_Network_Universal,Default_Network_Extension_Universal,az-wireless-IRM,,false,,,,false,false,false,true,,,,,,,12345,1,,,407,,,,,239.1.1.168,false
SoAZ-PHX,NA,ADE-Servers-Dev,30707,Default_Network_Universal,Default_Network_Extension_Universal,ADE-Servers-Dev,,false,,,,false,false,true,true,,,,,,,12345,1,,,707,,ADE-Servers-Dev,,,239.1.1.0,false
SoAZ-PHX,NA,Land-az-data-FW-CONN,30108,Default_Network_Universal,Default_Network_Extension_Universal,Land-az-data-FW-CONN,,false,,,,false,false,false,true,,,,,,,12345,1,,,2085,,,,,239.1.1.170,false
SoAZ-PHX,NA,ic-iscsi-1686,30046,Default_Network_Universal,Default_Network_Extension_Universal,ic-iscsi-1686,,false,,,,false,false,false,true,,,,,,,12345,1,,,1686,,,,,239.1.1.0,false
SoAZ-PHX,NA,GM-1612-Svrs,30045,Default_Network_Universal,Default_Network_Extension_Universal,GM-1612-Svrs,,false,,,,false,false,false,true,,,,,,,12345,1,,,1612,,,,,239.1.1.0,false
SoAZ-PHX,NA,to-data-FW-CONN,30084,Default_Network_Universal,Default_Network_Extension_Universal,to-data-FW-CONN,,false,,,,false,false,false,true,,,,,,,12345,1,,,2103,,,,,239.1.1.173,false
SoAZ-PHX,NA,ADOT-SAN-Subnet-WAN-routed,30008,Default_Network_Universal,Default_Network_Extension_Universal,ADOT-SAN-Subnet-WAN-routed,,false,,,,false,false,false,true,,,,,,,12345,1,,,251,,,,,239.1.1.0,false
SoAZ-PHX,NA,dt-enforcement-FW-CONN,30097,Default_Network_Universal,Default_Network_Extension_Universal,dt-enforcement-FW-CONN,,false,,,,false,false,false,true,,,,,,,12345,1,,,157,,,,,239.1.1.175,false
SoAZ-PHX,NA,LD-1669-ADMIN,30086,Default_Network_Universal,Default_Network_Extension_Universal,LD-1669-ADMIN,,false,,,,false,false,false,true,,,,,,,12345,1,,,1669,,,,,239.1.1.176,false
SoAZ-PHX,NA,dt-itgtech-156,30096,Default_Network_Universal,Default_Network_Extension_Universal,dt-itgtech-156,,false,,,,false,false,false,true,,,,,,,12345,1,,,156,,,,,239.1.1.177,false
SoAZ-PHX,NA,ADOT-Dev-Isolation,30016,Default_Network_Universal,Default_Network_Extension_Universal,ADOT-Dev-Isolation,,false,,,,false,false,false,true,,,,,,,12345,1,,,404,,,,,239.1.1.0,false
SoAZ-PHX,NA,dt-memorex3-FW-CONN,30104,Default_Network_Universal,Default_Network_Extension_Universal,dt-memorex3-FW-CONN,,false,,,,false,false,false,true,,,,,,,12345,1,,,1729,,,,,239.1.1.179,false
SoAZ-PHX,NA,ADE-ADE-Network-Equipment,30750,Default_Network_Universal,Default_Network_Extension_Universal,ADE-ADE-Network-Equipment,,false,,,,false,false,true,true,,,,,,,12345,1,,,750,,ADE-ADE-Network-Equipment,,,239.1.1.0,false
SoAZ-PHX,NA,HRIS-PRD-DB,30031,Default_Network_Universal,Default_Network_Extension_Universal,HRIS-PRD-DB,,false,,,,false,false,false,true,,,,,,,12345,1,,,300,,,,,239.1.1.0,false
SoAZ-PHX,NA,DMZ-ROC,30121,Default_Network_Universal,Default_Network_Extension_Universal,DMZ-ROC,,false,,,,false,false,false,true,,,,,,,12345,1,,,511,,,,,239.1.1.182,false
SoAZ-PHX,NA,ADOT-dt-itgtech-1727,30102,Default_Network_Universal,Default_Network_Extension_Universal,ADOT-dt-itgtech-1727,,false,,,,false,false,false,true,,,,,,,12345,1,,,1727,,,,,239.1.1.183,false
SoAZ-PHX,NA,ed-data-pci-FW,30156,Default_Network_Universal,Default_Network_Extension_Universal,ed-data-pci-FW,,false,,,,false,false,false,true,,,,,,,12345,1,,,2121,,,,,239.1.1.184,false
SoAZ-PHX,NA,az-mgmt-1599,30080,Default_Network_Universal,Default_Network_Extension_Universal,az-mgmt-1599,,false,,,,false,false,false,true,,,,,,,12345,1,,,1599,,,,,239.1.1.185,false
SoAZ-PHX,NA,az-data-TO-FW-CONN,30083,Default_Network_Universal,Default_Network_Extension_Universal,az-data-TO-FW-CONN,,false,,,,false,false,false,true,,,,,,,12345,1,,,2105,,,,,239.1.1.186,false
SoAZ-PHX,NA,MGMT-NETWORK,30076,Default_Network_Universal,Default_Network_Extension_Universal,MGMT-NETWORK,,false,,,,false,false,false,true,,,,,,,12345,1,,,3963,,,,,239.1.1.187,false
SoAZ-PHX,NA,DMZ-LAND-DEV,30137,Default_Network_Universal,Default_Network_Extension_Universal,DMZ-LAND-DEV,,false,,,,false,false,false,true,,,,,,,12345,1,,,527,,,,,239.1.1.188,false
SoAZ-PHX,NA,NCS2006-L2,30078,Default_Network_Universal,Default_Network_Extension_Universal,NCS2006-L2,,false,,,,false,false,false,true,,,,,,,12345,1,,,99,,,,,239.1.1.189,false
SoAZ-PHX,NA,ev-data-1663,30043,Default_Network_Universal,Default_Network_Extension_Universal,ev-data-1663,,false,,,,false,false,false,true,,,,,,,12345,1,,,1663,,,,,239.1.1.0,false
SoAZ-PHX,NA,RT-az-data-FW-CONN,30158,Default_Network_Universal,Default_Network_Extension_Universal,RT-az-data-FW-CONN,,false,,,,false,false,false,true,,,,,,,12345,1,,,2107,,,,,239.1.1.191,false
SoAZ-PHX,NA,DMZ-LAND-APP,30135,Default_Network_Universal,Default_Network_Extension_Universal,DMZ-LAND-APP,,false,,,,false,false,false,true,,,,,,,12345,1,,,525,,,,,239.1.1.192,false
SoAZ-PHX,NA,ADOT-Dev-Databases,30013,Default_Network_Universal,Default_Network_Extension_Universal,ADOT-Dev-Databases,,false,,,,false,false,false,true,,,,,,,12345,1,,,401,,,,,239.1.1.0,false
SoAZ-PHX,NA,ADOT-dt-enforcement-Spillman,30018,Default_Network_Universal,Default_Network_Extension_Universal,ADOT-dt-enforcement-Spillman,,false,,,,false,false,false,true,,,,,,,12345,1,,,1639,,,,,239.1.1.0,false
SoAZ-PHX,NA,to-data-w-FW-CONN,30085,Default_Network_Universal,Default_Network_Extension_Universal,to-data-w-FW-CONN,,false,,,,false,false,false,true,,,,,,,12345,1,,,2104,,,,,239.1.1.195,false
SoAZ-PHX,NA,ADOT-Link-to-C7000-module-A,30003,Default_Network_Universal,Default_Network_Extension_Universal,ADOT-Link-to-C7000-module-A,,false,,,,false,false,false,true,,,,,,,12345,1,,,202,,,,,239.1.1.0,false
SoAZ-PHX,NA,az-data-FW-CONN,30110,Default_Network_Universal,Default_Network_Extension_Universal,az-data-FW-CONN,,false,,,,false,false,false,true,,,,,,,12345,1,,,2078,,,,,239.1.1.197,false
SoAZ-PHX,NA,dt-itadvpn-FW-CONN,30025,Default_Network_Universal,Default_Network_Extension_Universal,dt-itadvpn-FW-CONN,,false,,,,false,false,false,true,,,,,,,12345,1,,,1646,,,,,239.1.1.0,false
SoAZ-PHX,NA,Treasury-az-data,30147,Default_Network_Universal,Default_Network_Extension_Universal,eo-data-w-FW-CONN,,false,,,,false,false,false,true,,,,,,,12345,1,,,2018,,,,,239.1.1.199,false
